"","df.Music","df.Slow.songs.or.fast.songs","df.Dance","df.Folk","df.Country","df.Classical.music","df.Musical","df.Rock","df.Metal.or.Hardrock","df.Punk","df.Hiphop..Rap","df.Reggae..Ska","df.Swing..Jazz","df.Rock.n.roll","df.Alternative","df.Latino","df.Techno..Trance","df.Opera","df.Pop","cluster","Pc1","Pc2","kclust","hclust"
"647",-5,-4,-5,-2,-1,-3,-4,-3,-1,-3,-4,-2,-4,-2,-2,-5,-4,-2,-5,2,1.18180510407835,-2.72497112467022,"2","3"
"648",-5,-3,-3,-2,-2,-4,-3,-4,-2,-2,-1,-3,-2,-5,-5,-3,-1,-2,-3,3,-1.32608188352998,0.781573711358395,"3","2"
"649",-4,-4,-2,-1,-3,-2,-1,-3,-2,-3,-4,-3,-3,-3,-2,-4,-3,-3,-4,1,0.927487730086955,-0.113606846464337,"1","3"
"650",-5,-3,-2,-2,-3,-3,-3,-5,-5,-4,-1,-4,-4,-5,-2,-3,-1,-1,-3,3,-2.36596293815187,1.65640063457229,"3","2"
"651",-5,-3,-5,-3,-3,-5,-5,-3,-1,-2,-5,-5,-5,-3,-2,-5,-5,-3,-2,2,-1.32704694497694,-3.84645282027521,"2","3"
"652",-5,-5,-4,-1,-1,-2,-1,-1,-1,-1,-3,-1,-1,-2,-2,-1,-5,-1,-3,1,4.36724052929901,0.407118761268038,"1","1"
"653",-5,-3,-5,-4,-3,-5,-5,-4,-3,-3,-3,-3,-4,-5,-4,-4,-2,-5,-5,2,-3.43498600177099,-2.76365760270943,"2","3"
"654",-5,-3,-5,-2,-2,-2,-2,-5,-4,-4,-2,-3,-2,-4,-4,-2,-3,-2,-5,3,-0.503492506229192,0.514930214691908,"3","2"
"655",-5,-4,-3,-1,-1,-1,-1,-1,-1,-2,-5,-5,-1,-1,-3,-1,-2,-1,-4,1,3.86579977621257,0.460120422817291,"1","1"
"656",-5,-3,-4,-1,-1,-1,-1,-3,-1,-3,-4,-5,-1,-3,-5,-1,-3,-1,-3,1,2.00672916138622,1.08404949323577,"1","1"
"657",-5,-3,-3,-2,-1,-3,-3,-5,-3,-5,-1,-1,-3,-3,-4,-1,-3,-3,-3,3,-1.02648006697665,2.14202489701662,"3","2"
"658",-5,-2,-3,-1,-2,-3,-4,-3,-1,-2,-2,-2,-3,-3,-2,-4,-1,-3,-5,2,0.38637063627898,-1.03349649194672,"2","3"
"659",-5,-3,-2,-1,-2,-4,-3,-5,-5,-5,-2,-2,-3,-5,-4,-2,-2,-1,-4,3,-1.94521609836659,2.26524965305706,"3","2"
"660",-5,-5,-5,-5,-5,-4,-4,-4,-5,-4,-4,-4,-4,-5,-3,-4,-4,-4,-4,2,-3.53791286764067,-2.61863367852287,"2","3"
"661",-1,-1,-2,-3,-4,-3,-3,-2,-5,-2,-2,-2,-3,-4,-4,-3,-2,-3,-2,3,-1.3903265301821,1.09405262115159,"3","2"
"662",-4,-3,-3,-1,-2,-3,-1,-3,-2,-2,-5,-3,-3,-3,-3,-3,-3,-1,-4,1,1.50486572283362,-0.17259495130399,"1","3"
"663",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,-0.540043631741259,-0.176507089481124,"2","3"
"664",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,4.22645635743576,3.39010939960727,"1","1"
"665",-5,-2,-2,-4,-4,-4,-2,-5,-5,-4,-2,-3,-2,-3,-2,-2,-1,-4,-3,3,-2.51311150295767,1.41416546571213,"3","2"
"666",-5,-4,-3,-1,-2,-4,-3,-2,-1,-1,-4,-1,-1,-4,-2,-4,-1,-2,-4,1,1.70400819340418,-0.828392641949283,"1","3"
"667",-5,-4,-4,-2,-2,-2,-2,-5,-5,-3,-4,-3,-5,-4,-4,-4,-2,-2,-3,3,-1.44109018489435,0.273528047192079,"3","2"
"668",-3,-3,-2,-1,-1,-4,-3,-2,-1,-1,-2,-2,-3,-3,-2,-3,-1,-4,-2,1,0.792515626782388,0.5591511537006,"1","3"
"669",-5,-3,-2,-1,-1,-4,-3,-4,-1,-2,-4,-2,-2,-3,-4,-4,-5,-4,-3,2,0.190628030297982,-0.456023460991707,"2","3"
"670",-5,-3,-2,-1,-1,-1,-3,-2,-1,-1,-3,-2,-1,-2,-1,-1,-1,-1,-5,1,3.61746145413321,0.678421911200629,"1","1"
"671",-5,-3,-3,-3,-4,-4,-4,-3,-2,-2,-4,-2,-5,-3,-4,-2,-3,-3,-3,2,-1.42393292099779,-1.16250184833369,"2","3"
"672",-5,-3,-3,-1,-2,-2,-3,-4,-1,-2,-3,-3,-3,-3,-2,-4,-4,-2,-4,1,1.00014132900015,-0.928616365458349,"1","3"
"673",-4,-2,-4,-1,-2,-3,-2,-3,-1,-1,-1,-1,-4,-4,-1,-3,-2,-3,-3,1,0.792070144268181,-0.219145318270165,"1","3"
"674",-5,-3,-2,-3,-4,-4,-4,-5,-5,-5,-2,-5,-5,-5,-5,-4,-2,-3,-3,3,-4.84032843233425,0.341156510728131,"3","2"
"675",-5,-3,-2,-5,-2,-4,-5,-5,-4,-1,-2,-3,-3,-3,-2,-3,-4,-3,-4,2,-1.73708375164746,-0.989236596684711,"2","2"
"676",-4,-3,-4,-3,-1,-4,-4,-3,-1,-1,-3,-3,-5,-2,-2,-3,-4,-3,-4,2,0.341492828199411,-2.21225442786316,"2","3"
"677",-4,-4,-3,-3,-3,-3,-4,-2,-3,-3,-4,-3,-3,-2,-3,-3,-1,-3,-5,2,-0.0312505455091574,-1.09283441627203,"2","3"
"678",-5,-3,-3,-2,-2,-4,-3,-5,-4,-1,-2,-2,-5,-5,-4,-4,-3,-2,-4,2,-1.95914704616034,-0.367919352280939,"2","2"
"679",-5,-3,-2,-2,-1,-2,-4,-2,-2,-1,-5,-3,-2,-3,-3,-3,-3,-1,-5,1,1.86448919832458,-1.00792134158834,"1","1"
"680",-5,-5,-4,-3,-3,-5,-3,-4,-1,-2,-4,-1,-1,-1,-3,-3,-4,-4,-5,2,0.797245678442199,-1.87934616843066,"2","3"
"681",-5,-3,-3,-1,-1,-3,-1,-2,-1,-1,-4,-3,-5,-3,-4,-3,-3,-2,-3,1,1.09356140440793,-0.408726723948531,"1","3"
"682",-5,-4,-3,-2,-2,-3,-1,-4,-3,-2,-4,-3,-3,-1,-1,-3,-3,-1,-3,1,1.63118679184218,0.285390978444769,"1","1"
"683",-2,-3,-3,-1,-2,-3,-3,-2,-4,-2,-5,-3,-4,-3,-3,-4,-4,-2,-3,2,0.667735194747289,-0.569029060977392,"2","3"
"684",-4,-5,-3,-1,-1,-1,-1,-2,-1,-1,-5,-1,-1,-1,-1,-1,-1,-1,-5,1,4.99709371517377,0.603227879034631,"1","1"
"685",-5,-1,-5,-1,-5,-1,-5,-5,-1,-5,-1,-5,-1,-5,-1,-5,-1,-5,-1,2,-2.17773147173629,-0.648239594801594,"2","3"
"686",-3,-5,-3,-2,-2,-4,-3,-1,-4,-3,-4,-4,-2,-4,-3,-4,-2,-3,-5,2,0.132432168957078,-0.941895116936565,"2","3"
"687",-5,-1,-5,-1,-2,-3,-4,-2,-1,-1,-5,-2,-2,-2,-2,-1,-3,-1,-2,1,2.39272032150458,-0.758434860936566,"1","1"
"688",-5,-3,-3,-2,-1,-4,-3,-5,-3,-3,-3,-3,-2,-2,-3,-2,-2,-2,-4,3,-0.0243436519152818,0.76966774868257,"3","2"
"689",-5,-3,-1,-2,-3,-4,-5,-4,-5,-4,-1,-1,-2,-4,-4,-2,-2,-4,-2,3,-2.65398864736161,2.25115625545016,"3","2"
"690",-5,-3,-4,-1,-1,-2,-4,-3,-1,-4,-4,-1,-1,-3,-1,-1,-1,-1,-4,1,2.39369067751931,0.587104800513303,"1","1"
"691",-4,-5,-5,-1,-1,-1,-1,-5,-3,-2,-1,-1,-1,-5,-3,-1,-4,-1,-4,1,1.91623890535744,1.70091663845249,"1","1"
"692",-5,-5,-5,-3,-2,-2,-2,-4,-4,-3,-5,-3,-1,-3,-3,-2,-4,-2,-5,1,1.10433615364521,-0.680061189394461,"1","1"
"693",-5,-5,-2,-1,-1,-2,-4,-5,-4,-5,-1,-1,-2,-3,-2,-1,-1,-2,-3,3,0.00240497751987525,3.16151522224176,"3","2"
"694",-5,-1,-4,-1,-1,-4,-4,-5,-3,-4,-4,-4,-4,-4,-2,-2,-2,-2,-5,2,-1.10676559176836,-0.467646146213672,"2","3"
"695",-5,-4,-4,-3,-1,-3,-5,-5,-5,-5,-3,-4,-2,-5,-4,-3,-3,-3,-5,3,-2.27075837818721,-0.256314311740353,"3","2"
"696",-3,-3,-1,-3,-3,-5,-5,-2,-2,-2,-1,-1,-1,-3,-1,-1,-1,-4,-3,3,-0.13828286106762,0.854265489534234,"3","3"
"697",-5,-4,-3,-1,-2,-3,-2,-5,-3,-4,-3,-2,-1,-2,-2,-2,-3,-1,-5,1,1.32333737306226,1.10242571549135,"1","1"
"698",-4,-3,-4,-1,-1,-2,-1,-2,-2,-1,-4,-1,-1,-3,-1,-1,-1,-1,-2,1,3.48929034686069,1.45281692469113,"1","1"
"699",-5,-3,-2,-3,-4,-5,-5,-5,-5,-3,-1,-3,-4,-5,-4,-2,-1,-5,-1,3,-4.8000033290536,1.27787405177397,"3","2"
"700",-5,-3,-2,-3,-3,-4,-2,-5,-4,-4,-3,-2,-3,-4,-4,-2,-1,-4,-3,3,-2.51101653969236,1.50810138927218,"3","2"
"701",-5,-4,-1,-1,-1,-1,-1,-1,-1,-1,-2,-1,-1,-2,-1,-1,-1,-1,-1,1,3.92992114120834,2.89127323582363,"1","1"
"702",-5,-4,-2,-1,-1,-1,-1,-2,-3,-1,-2,-1,-1,-3,-1,-1,-1,-1,-2,1,3.16211245111311,2.77721518693388,"1","1"
"703",-5,-5,-2,-3,-4,-3,-1,-5,-5,-3,-5,-4,-4,-5,-2,-4,-2,-2,-2,3,-1.94826240511757,0.525167524911177,"3","2"
"704",-5,-4,-3,-3,-1,-4,-3,-5,-5,-5,-4,-4,-5,-5,-5,-4,-3,-2,-4,3,-3.09127812336176,0.0444441964701936,"3","2"
"705",-3,-4,-1,-1,-1,-1,-2,-5,-2,-2,-5,-4,-4,-5,-1,-1,-1,-2,-5,1,0.927726477241249,1.04250403823137,"1","1"
"706",-4,-4,-3,-3,-1,-4,-1,-4,-4,-3,-2,-1,-1,-3,-3,-1,-4,-1,-4,3,0.972736884570537,1.80590118904175,"3","2"
"707",-5,-5,-3,-1,-2,-2,-1,-2,-1,-2,-3,-2,-1,-1,-2,-5,-2,-1,-4,1,3.31053950593014,-0.205775159533888,"1","1"
"708",-5,-3,-2,-2,-2,-4,-5,-5,-2,-2,-4,-4,-4,-4,-5,-3,-1,-4,-3,2,-2.52654633630479,-0.35446221609936,"2","3"
"709",-5,-3,-2,-2,-2,-5,-4,-5,-5,-5,-1,-3,-4,-5,-5,-2,-1,-4,-4,3,-4.10057109325092,1.636437673371,"3","2"
"710",-5,-4,-3,-1,-1,-2,-3,-4,-1,-3,-5,-4,-3,-3,-3,-4,-1,-2,-5,1,0.867225145033094,-0.822158101901485,"1","3"
"711",-5,-2,-3,-2,-2,-3,-1,-2,-1,-1,-5,-2,-2,-1,-3,-3,-3,-1,-3,1,2.6057355437057,-0.395843205624283,"1","1"
"712",-5,-3,-1,-1,-2,-5,-1,-5,-3,-2,-1,-3,-2,-5,-3,-2,-1,-5,-3,3,-1.86459907832867,2.12094811681468,"3","2"
"713",-5,-3,-3,-3,-1,-4,-4,-5,-3,-3,-3,-3,-5,-5,-3,-4,-1,-4,-4,2,-2.748885940017,-0.76533215876695,"2","2"
"714",-5,-3,-3,-4,-3,-4,-5,-5,-3,-3,-2,-4,-3,-5,-5,-2,-1,-2,-4,3,-3.08367647056392,-0.103341069336844,"3","2"
"715",-1,-3,-4,-1,-2,-1,-2,-5,-3,-4,-5,-2,-1,-3,-3,-4,-4,-1,-4,1,1.81356806626121,0.480763499758166,"1","3"
"716",-5,-3,-1,-2,-2,-5,-4,-5,-5,-4,-3,-2,-4,-4,-4,-2,-1,-3,-3,3,-2.98023053839353,1.85277512602926,"3","2"
"717",-5,-3,-4,-2,-1,-3,-2,-3,-1,-1,-5,-4,-4,-3,-3,-5,-2,-3,-4,2,0.593770717894328,-2.15508664366312,"2","3"
"718",-5,-3,-3,-4,-5,-5,-5,-5,-3,-4,-1,-4,-4,-5,-3,-4,-1,-5,-2,2,-4.94944713994725,-0.762841671090045,"2","2"
"719",-3,-3,-2,-1,-1,-4,-3,-4,-1,-1,-1,-1,-5,-3,-5,-2,-2,-4,-3,3,-0.639402519287748,0.999814893677129,"3","3"
"720",-4,-3,-4,-3,-2,-4,-4,-5,-4,-2,-2,-2,-2,-3,-2,-2,-2,-3,-3,3,-0.796238150253611,0.363027515717098,"3","2"
"721",-4,-3,-3,-2,-2,-2,-3,-4,-1,-1,-1,-4,-3,-3,-3,-3,-1,-1,-5,1,0.703006075604309,-0.257809617413606,"1","3"
"722",-5,-3,-2,-1,-1,-2,-3,-5,-5,-5,-4,-3,-5,-4,-3,-1,-1,-3,-4,3,-1.60645497341809,1.98947868789552,"3","2"
"723",-5,-3,-4,-3,-2,-5,-3,-5,-5,-4,-2,-4,-5,-5,-4,-5,-1,-3,-2,3,-4.02549289691979,0.0885825628177404,"3","2"
"724",-5,-5,-4,-1,-1,-1,-2,-4,-1,-1,-4,-5,-3,-4,-4,-4,-2,-1,-5,1,1.43612356830186,-1.09431573530435,"1","3"
"725",-4,-3,-4,-2,-1,-2,-4,-3,-1,-2,-3,-3,-3,-4,-4,-4,-1,-2,-4,2,0.35930064547928,-0.933916253878016,"2","3"
"726",-5,-4,-2,-3,-3,-1,-4,-5,-1,-1,-4,-3,-3,-2,-2,-4,-1,-2,-5,1,0.66255037465918,-1.2864213623326,"1","1"
"727",-5,-5,-4,-3,-3,-2,-1,-4,-3,-4,-5,-2,-2,-2,-3,-2,-5,-1,-4,1,1.36064341216196,-0.0364234228599493,"1","1"
"728",-5,-4,-4,-2,-3,-3,-3,-4,-2,-2,-5,-3,-2,-2,-1,-3,-3,-2,-4,1,1.29055207335541,-1.36956702664351,"1","1"
"729",-5,-4,-2,-5,-4,-5,-5,-3,-2,-3,-2,-3,-5,-4,-4,-3,-4,-5,-2,2,-3.67395229071629,-1.41037578946298,"2","3"
"730",-4,-4,-3,-1,-1,-1,-3,-1,-1,-1,-4,-2,-2,-1,-1,-3,-1,-1,-5,1,4.15106408842892,-0.634927992466005,"1","1"
"731",-5,-3,-5,-2,-2,-3,-3,-2,-1,-1,-4,-2,-4,-2,-2,-3,-5,-3,-4,1,1.59058893848626,-2.54876547393325,"1","3"
"732",-5,-2,-3,-4,-2,-5,-5,-5,-2,-2,-1,-4,-4,-5,-5,-2,-1,-4,-5,2,-3.61252792312875,-0.925319957514324,"2","2"
"733",-5,-2,-2,-1,-1,-3,-1,-5,-3,-4,-1,-4,-2,-3,-5,-1,-2,-1,-3,3,-0.425628520971821,3.19603831224155,"3","2"
"734",-3,-2,-1,-4,-4,-5,-3,-2,-1,-1,-1,-2,-4,-2,-1,-3,-1,-5,-2,2,-1.06320783069891,-0.359999349853551,"2","3"
"735",-4,-3,-4,-1,-2,-3,-4,-2,-1,-1,-4,-4,-3,-3,-1,-1,-1,-1,-4,1,1.93914568887211,-0.886624614452828,"1","1"
"736",-5,-5,-3,-1,-1,-2,-2,-2,-1,-2,-5,-3,-2,-2,-2,-2,-5,-1,-2,1,3.18450958910037,0.120158530953485,"1","1"
"737",-5,-4,-2,-1,-2,-2,-1,-2,-1,-1,-5,-3,-2,-2,-2,-3,-3,-1,-2,1,2.92184412153131,0.344772745920659,"1","1"
"738",-5,-2,-4,-2,-1,-1,-2,-3,-1,-1,-5,-3,-3,-2,-2,-2,-1,-1,-3,1,2.4755100092057,-0.206449981074224,"1","1"
"739",-5,-4,-5,-3,-3,-3,-2,-4,-3,-4,-5,-4,-2,-3,-2,-4,-4,-2,-5,2,0.182987620367859,-1.90828922815239,"2","3"
"740",-5,-3,-3,-2,-1,-3,-4,-5,-3,-3,-3,-3,-5,-3,-2,-4,-3,-3,-4,2,-1.10687300947604,-0.747251929330755,"2","3"
"741",-5,-4,-4,-2,-3,-3,-5,-3,-1,-2,-2,-3,-3,-3,-4,-2,-5,-2,-4,2,0.109661550366019,-1.44283460576406,"2","3"
"742",-5,-3,-4,-4,-2,-3,-3,-3,-2,-2,-5,-3,-3,-3,-2,-3,-4,-2,-4,2,0.540045696447444,-1.96313411028249,"2","3"
"743",-5,-3,-4,-3,-3,-3,-3,-4,-4,-3,-4,-3,-3,-1,-3,-2,-5,-3,-3,2,-0.230568317045427,-0.507315245658865,"2","1"
"744",-5,-4,-4,-2,-2,-3,-2,-4,-3,-1,-4,-3,-4,-2,-3,-5,-4,-2,-5,2,0.602765043552989,-1.92815764206526,"2","3"
"745",-5,-5,-3,-2,-2,-4,-4,-2,-1,-1,-2,-2,-3,-3,-4,-1,-5,-2,-3,1,0.838056592735703,-0.413096385002198,"1","3"
"746",-5,-3,-3,-2,-3,-3,-4,-5,-4,-4,-4,-3,-3,-4,-4,-2,-3,-3,-3,3,-1.92973965533012,0.495058819899537,"3","2"
"747",-4,-2,-4,-3,-2,-3,-4,-4,-2,-3,-4,-2,-1,-2,-4,-3,-2,-2,-3,2,0.31278924389217,-0.173879618730997,"2","1"
"748",-4,-3,-2,-3,-3,-4,-4,-5,-4,-4,-3,-4,-2,-4,-4,-1,-1,-3,-2,3,-2.515321766599,1.79481387000479,"3","2"
"749",-5,-3,-4,-2,-4,-2,-3,-3,-1,-1,-1,-3,-1,-3,-3,-4,-1,-1,-4,1,1.00489161681116,-0.743575985962946,"1","3"
"750",-5,-3,-2,-1,-2,-5,-4,-5,-3,-3,-2,-1,-3,-5,-5,-2,-1,-1,-4,3,-1.75080340733399,1.5255244716063,"3","2"
"751",-5,-4,-4,-2,-1,-2,-1,-3,-3,-2,-3,-1,-1,-1,-2,-3,-4,-1,-5,1,3.15738407771184,0.047060494021161,"1","1"
"752",-5,-3,-3,-2,-1,-4,-3,-5,-4,-2,-2,-3,-4,-5,-4,-2,-3,-3,-3,3,-1.97409053663863,0.802679080348981,"3","2"
"753",-5,-3,-2,-3,-1,-3,-3,-5,-3,-2,-2,-2,-3,-2,-5,-1,-4,-1,-3,3,-0.159229054543145,1.60741266879006,"3","2"
"754",-4,-4,-4,-2,-2,-3,-3,-4,-2,-1,-3,-3,-3,-3,-3,-2,-4,-3,-3,2,0.440715261141019,-0.54175606061646,"2","3"
"755",-5,-3,-5,-1,-1,-1,-2,-2,-1,-2,-3,-2,-2,-2,-2,-5,-3,-1,-3,1,3.02444767690551,-0.884674764531316,"1","3"
"756",-5,-3,-3,-1,-2,-3,-1,-1,-1,-1,-5,-5,-4,-4,-1,-3,-3,-1,-4,1,1.92359165565563,-1.49820891618324,"1","1"
"757",-5,-3,-1,-3,-5,-3,-1,-5,-3,-4,-3,-3,-4,-5,-5,-2,-1,-1,-1,3,-2.745076069915,2.44156383741981,"3","2"
"758",-4,-2,-2,-2,-2,-4,-5,-4,-2,-2,-5,-4,-4,-4,-3,-2,-4,-3,-4,2,-1.10543927776704,-1.20038643240689,"2","3"
"759",-4,-5,-5,-1,-4,-2,-1,-4,-5,-3,-2,-1,-2,-4,-4,-2,-5,-2,-2,3,0.195081200649995,1.43378456777952,"3","2"
"760",-5,-3,-5,-1,-2,-1,-2,-2,-1,-3,-4,-2,-2,-2,-1,-5,-4,-1,-3,1,3.01324141736287,-1.3090146605122,"1","3"
"761",-5,-3,-1,-1,-3,-5,-5,-5,-2,-2,-1,-1,-4,-5,-5,-2,-1,-1,-4,3,-2.20116337275957,1.16467136077706,"3","2"
"762",-5,-4,-4,-1,-1,-2,-1,-4,-3,-5,-3,-2,-2,-3,-2,-1,-4,-1,-2,1,1.48140876143899,2.199830009496,"1","1"
"763",-5,-3,-3,-1,-1,-2,-3,-3,-1,-1,-2,-3,-4,-3,-3,-4,-3,-1,-4,1,1.25200267819994,-0.668889110751134,"1","3"
"764",-5,-3,-4,-2,-1,-4,-1,-5,-3,-4,-3,-4,-4,-4,-5,-1,-4,-1,-4,3,-0.991200954439499,0.917132227698405,"3","2"
"765",-5,-5,-3,-2,-1,-3,-1,-4,-5,-4,-1,-1,-1,-3,-4,-1,-2,-1,-3,3,0.510728105233676,3.34685839403279,"3","2"
"766",-5,-3,-3,-2,-1,-2,-2,-4,-3,-2,-2,-1,-2,-4,-2,-5,-2,-2,-4,1,0.693101104645123,0.230027449933427,"1","3"
"767",-5,-3,-5,-1,-2,-3,-2,-3,-1,-1,-4,-2,-2,-3,-1,-1,-4,-1,-4,1,2.73228808651867,-0.85614327616484,"1","1"
"768",-5,-3,-3,-3,-2,-2,-3,-5,-3,-2,-3,-2,-2,-3,-1,-2,-1,-2,-3,1,0.393001270119383,0.80244260678771,"1","1"
"769",-5,-3,-2,-3,-4,-3,-2,-4,-3,-2,-4,-3,-2,-3,-2,-2,-3,-4,-2,2,-0.612287065281673,0.367473184128119,"2","3"
"770",-5,-4,-3,-1,-1,-2,-3,-5,-3,-2,-2,-4,-3,-4,-2,-2,-1,-1,-3,3,0.242034058946693,1.38187421958981,"3","2"
"771",-5,-3,-2,-3,-4,-3,-4,-5,-3,-3,-1,-2,-4,-4,-4,-3,-1,-2,-2,3,-2.57971888267547,1.11924938164126,"3","2"
"772",-5,-3,-2,-2,-3,-1,-2,-3,-1,-2,-3,-2,-3,-2,-4,-3,-2,-3,-4,1,0.868212980443163,0.0682299836666415,"1","2"
"773",-5,-2,-2,-1,-2,-3,-4,-3,-1,-1,-2,-4,-4,-2,-1,-3,-1,-3,-3,1,0.376932881088926,-0.379471808658025,"1","3"
"774",-4,-3,-1,-2,-2,-2,-2,-3,-1,-2,-1,-2,-3,-3,-2,-2,-1,-2,-3,1,0.935236829759478,1.63059872025376,"1","1"
"775",-5,-5,-2,-4,-3,-2,-1,-5,-5,-4,-2,-3,-5,-4,-4,-3,-1,-1,-1,3,-2.31847526385006,2.44757026970131,"3","2"
"776",-3,-3,-2,-1,-2,-2,-5,-3,-1,-1,-2,-2,-2,-3,-1,-5,-1,-2,-5,1,1.54411669268475,-0.977716827407455,"1","3"
"777",-5,-3,-4,-3,-3,-2,-2,-4,-1,-3,-5,-3,-3,-3,-2,-2,-3,-2,-4,1,0.723366735655642,-1.03676269237576,"1","1"
"778",-5,-3,-5,-3,-1,-5,-5,-1,-1,-1,-2,-3,-4,-3,-5,-5,-5,-4,-2,2,-0.864843398764358,-2.87976127425237,"2","3"
"779",-5,-4,-4,-3,-2,-2,-3,-3,-2,-3,-3,-3,-2,-2,-1,-3,-1,-1,-5,1,1.57924308745251,-0.743679911490156,"1","3"
"780",-5,-2,-3,-2,-3,-2,-1,-4,-3,-3,-2,-2,-3,-2,-2,-2,-3,-2,-4,1,0.619029816172455,0.847713137780386,"1","3"
"781",-5,-3,-4,-3,-2,-3,-4,-3,-2,-3,-4,-4,-2,-5,-3,-2,-2,-3,-4,2,-0.672605988063401,-1.01525407684828,"2","3"
"782",-5,-4,-2,-1,-1,-3,-4,-5,-1,-1,-4,-4,-5,-5,-5,-4,-1,-2,-4,2,-1.23687960907758,-0.624284809896921,"2","3"
"783",-5,-3,-2,-2,-1,-4,-5,-5,-5,-4,-1,-1,-3,-4,-5,-4,-1,-5,-3,3,-3.26473243798492,1.45345507411334,"3","2"
"784",-5,-4,-4,-2,-1,-1,-1,-3,-2,-4,-3,-3,-2,-4,-2,-3,-3,-2,-4,1,1.45366813037476,0.255698410814655,"1","1"
"785",-5,-3,-4,-4,-2,-4,-3,-4,-1,-3,-1,-2,-4,-4,-4,-2,-3,-4,-3,2,-1.81399844058496,-0.44103584399425,"2","3"
"786",-5,-4,-2,-3,-1,-5,-3,-5,-4,-4,-2,-3,-4,-5,-5,-5,-2,-4,-3,3,-3.5865062253549,0.487783523203925,"3","2"
"787",-4,-4,-5,-2,-3,-1,-3,-4,-3,-1,-4,-2,-2,-3,-3,-3,-4,-1,-4,1,1.62757461507746,-0.986429316469447,"1","1"
"788",-4,-3,-2,-2,-1,-3,-1,-5,-4,-4,-1,-3,-3,-5,-4,-1,-1,-1,-3,3,-1.17089250573881,3.31147811222859,"3","2"
"789",-5,-4,-2,-2,-2,-3,-2,-5,-4,-4,-2,-2,-2,-4,-4,-2,-3,-2,-2,3,-1.02912400153854,2.51372918659422,"3","2"
"790",-5,-1,-3,-2,-1,-3,-1,-4,-4,-3,-3,-3,-3,-3,-5,-5,-1,-2,-3,3,-0.93422451369678,0.948174910504134,"3","2"
"791",-4,-4,-3,-3,-3,-3,-5,-4,-3,-3,-2,-3,-3,-5,-1,-3,-1,-3,-3,2,-1.53202477513127,-0.244332495864317,"2","3"
"792",-5,-3,-4,-2,-2,-1,-1,-3,-2,-3,-4,-2,-3,-2,-3,-2,-3,-2,-4,1,1.74782990213072,0.110035750947564,"1","1"
"793",-5,-3,-5,-1,-1,-3,-2,-3,-1,-1,-4,-3,-2,-1,-1,-2,-4,-3,-5,1,2.90441480953277,-1.61382124868209,"1","1"
"794",-5,-4,-2,-2,-1,-5,-2,-4,-2,-5,-3,-1,-4,-5,-5,-2,-3,-3,-4,3,-1.72712103467043,1.08187356406022,"3","2"
"795",-5,-3,-3,-1,-1,-1,-1,-2,-1,-1,-2,-2,-1,-1,-1,-1,-1,-1,-3,1,4.0465638793619,1.61653816442004,"1","1"
"796",-5,-3,-3,-2,-2,-2,-2,-4,-3,-3,-1,-2,-2,-2,-5,-2,-1,-2,-2,3,-0.0343336795491279,2.36619013975093,"3","2"
"797",-5,-3,-5,-1,-1,-1,-1,-3,-1,-2,-4,-4,-1,-2,-3,-1,-3,-1,-5,1,3.30117566923139,-0.135557036415092,"1","1"
"798",-5,-3,-4,-2,-2,-5,-3,-3,-2,-2,-4,-4,-2,-4,-3,-4,-3,-3,-4,2,-0.426522301854644,-1.7296936464529,"2","3"
"799",-3,-2,-3,-5,-1,-4,-2,-2,-3,-4,-2,-5,-2,-3,-5,-3,-3,-3,-4,2,-1.14560575720656,-0.0943157569688833,"2","3"
"800",-5,-3,-3,-2,-1,-2,-3,-2,-2,-3,-5,-3,-1,-1,-1,-3,-3,-2,-3,1,2.58600968106753,-0.264415237076077,"1","1"
"801",-5,-3,-4,-2,-2,-1,-3,-3,-4,-3,-2,-3,-2,-3,-1,-2,-2,-3,-4,1,0.763068019448488,0.355573814543202,"1","1"
"802",-5,-3,-4,-2,-2,-1,-3,-3,-2,-1,-4,-3,-2,-2,-1,-3,-4,-2,-5,1,2.42477472645209,-1.64000765576421,"1","1"
"803",-5,-3,-2,-2,-3,-5,-4,-4,-2,-3,-1,-4,-5,-5,-4,-3,-1,-2,-3,3,-2.94997713965165,0.234232216771243,"3","2"
"804",-5,-3,-3,-1,-1,-1,-2,-2,-1,-1,-2,-1,-1,-1,-1,-3,-1,-1,-5,1,4.01893128450508,0.278806018979777,"1","1"
"805",-4,-3,-2,-3,-2,-3,-1,-3,-4,-4,-2,-3,-4,-3,-2,-3,-3,-2,-4,3,-0.404077018291894,0.844578092210287,"3","2"
"806",-5,-3,-4,-1,-1,-5,-4,-5,-4,-5,-4,-5,-5,-5,-5,-5,-2,-5,-5,2,-3.83157985860935,-1.36160247327379,"2","2"
"807",-5,-3,-2,-5,-1,-5,-1,-5,-2,-4,-4,-1,-3,-5,-5,-1,-5,-3,-4,3,-1.79180426596181,0.595573524766058,"3","2"
"808",-5,-3,-3,-2,-1,-2,-2,-4,-3,-3,-4,-5,-4,-4,-4,-3,-1,-1,-4,3,-0.444771853800348,0.374099894137887,"3","2"
